sku,product_name,avg_price,n_months,insufficient_history,annual_demand,annual_demand_value,implied_turns,implied_days_of_supply,velocity_tier,slow_mover,value_rank,cumulative_pct,abc_class,eoq,eoq_orders_per_year,eoq_cycle_days,eoq_annual_cost,monthly_annual_cost,eoq_saving_vs_monthly,eoq_saving_pct,avg_lead_time_days,std_lead_time_days,avg_daily_demand,sigma_daily_demand,sigma_source,safety_stock_90,safety_stock_95,safety_stock_99,reorder_point_90,reorder_point_95,reorder_point_99,safety_stock,reorder_point,safety_stock_value
135,Nike Dri-FIT Crew Sock 6 Pack,22.0,28,False,378.42857142857144,8325.428571428572,7.450023969280712,48.99313096240147,Slow,True,109,0.9977527875202084,C,101.591235944737,3.725011984640356,97.98626192480295,558.7517976960535,986.7232142857144,427.971416589661,0.4337299562770174,3.441558441558441,1.644206145832588,1.0367906066536203,2.1581220444777034,per_sku,5.131047960263162,6.585565535141131,9.313636758708014,8.699223424720426,10.153740999598396,12.881812223165278,6.585565535141131,10.153740999598396,144.8824417731049
804,Glove It Women's Imperial Golf Glove,19.989999770000004,28,False,403.2857142857142,8061.681335815715,7.331066923632019,49.78811458171339,Slow,True,110,0.9980712826445206,C,110.0210156275357,3.6655334618160094,99.57622916342677,549.8300192724014,983.9758472480804,434.145827975679,0.4412159395882224,3.550488599348534,1.6725068526781053,1.1048923679060663,2.173222556895725,per_sku,5.248083836032012,6.735778013334157,9.526074771973521,9.170991591789706,10.65868576909185,13.448982527731214,6.735778013334157,10.65868576909185,134.64820093732087
703,Top Flite Women's 2014 XL Hybrid,19.989999770000004,28,False,380.1428571428571,7599.055626852858,7.11760991103655,51.28125937809992,Slow,True,111,0.9983715006841223,C,106.81755867328678,3.558804955518275,102.56251875619984,533.8207433277412,979.1568294463839,445.3360861186427,0.4548158913117484,3.584158415841584,1.623098949536622,1.0414872798434442,1.7194764495941344,per_sku,4.1719810691933885,5.354628324528873,7.572783677640901,7.904836468236228,9.087483723571712,11.30563907668374,5.354628324528873,9.087483723571712,107.03901897576768
810,Glove It Women's Mod Oval Golf Glove,19.989999770000004,28,False,343.7142857142857,6870.848492374287,6.767987634136796,53.930358583841134,Slow,True,112,0.9986429492385309,C,101.57060098060413,3.383993817068398,107.86071716768227,507.5990725602597,971.5713384622321,463.97226590197243,0.47754832561892047,3.306859205776173,1.6340101017784008,0.9416829745596869,1.8992680065339955,per_sku,4.426358685040326,5.681115325392348,8.034517953346839,7.540371698385717,8.795128338737738,11.14853096669223,5.681115325392348,8.795128338737738,113.56549404793654
797,Hirzl Women's Soffft Flex Golf Glove,17.98999977,28,False,381.0,6854.1899123700005,6.75977805965551,53.995855600413165,Slow,True,113,0.9989137396577085,C,112.72559443154749,3.379889029827755,107.99171120082633,506.9833544741632,971.3978115871876,464.41445711302435,0.4780888443162207,3.6073825503355694,1.674792070504612,1.0438356164383562,2.2182994295650267,per_sku,5.399689241157833,6.9303595761396055,9.801261767872553,9.16520362931633,10.695873964298105,13.566776156031052,6.9303595761396055,10.695873964298105,124.6771671807688
926,Glove It Imperial Golf Towel,15.98999977,28,False,398.57142857142856,6373.157051185714,6.5182600189445825,55.99653879089956,Slow,True,114,0.9991655257756069,C,122.29381074490001,3.2591300094722913,111.99307758179911,488.8695014208437,966.3870526165178,477.5175511956742,0.49412660269276487,3.4900662251655628,1.66602776104813,1.091976516634051,2.2219917253802244,per_sku,5.320001686976704,6.8280826895349405,9.656616670110726,9.131072046355147,10.639153048913382,13.467687029489168,6.8280826895349405,10.639153048913382,109.18104063520468
924,Glove It Urban Brick Golf Towel,15.98999977,28,False,379.2857142857143,6064.778484192857,6.358604922566404,57.40252845472933,Slow,True,115,0.9994051286942522,C,119.29840551648248,3.179302461283202,114.80505690945866,476.89536919248036,963.174775877009,486.2794066845286,0.5048714094923757,3.6066666666666665,1.6209195402844052,1.0391389432485323,2.143889002848335,per_sku,5.2180447382873725,6.6972236189208,9.471549215572653,8.96587252693708,10.445051407570507,13.219377004222359,6.6972236189208,10.445051407570507,107.08860412618216
793,Hirzl Women's Hybrid Golf Glove,14.98999977,28,False,380.57142857142856,5704.765626754286,6.166990420377559,59.186081884274074,Slow,True,116,0.9996305084831301,C,123.42209169448621,3.0834952101887794,118.37216376854815,462.52428152831686,959.424641945357,496.9003604170402,0.5179149447417889,3.7138263665594855,1.61198189638417,1.0426614481409002,2.2828096351640697,per_sku,5.638102840683163,7.236357180586559,10.234018912516571,9.510366418183935,11.10862075808733,14.106282490017342,7.236357180586559,11.10862075808733,108.47299247263037
792,Hirzl Men's Hybrid Golf Glove,14.98999977,28,False,370.2857142857143,5550.582771977143,6.083081878991461,60.00248020013744,Slow,True,117,0.9998497969263624,C,121.7428013140949,3.0415409394957305,120.00496040027488,456.2311409243596,957.8185705414286,501.587429617069,0.5236768685049982,3.3297872340425534,1.5943960884779826,1.014481409001957,1.7452448364141422,per_sku,4.081474640783154,5.238465696492048,7.408500668581342,7.459481885651372,8.616472941360266,10.786507913449562,5.238465696492048,8.616472941360266,78.5245995855687
775,Clicgear 8.0 Shoe Brush,9.989999771,28,False,380.57142857142856,3801.9084842777143,5.03448672278033,72.49994291343096,Slow,True,118,0.9999999999999997,C,151.185790936501,2.517243361390165,144.9998858268619,377.58650420852473,939.6032133778928,562.016709169368,0.598142600160877,3.575438596491228,1.641911534320054,1.0426614481409002,1.834462677717442,per_sku,4.445555547643578,5.705753995255089,8.069363194821515,8.17352753239999,9.4337259800115,11.797335179577926,5.705753995255089,9.4337259800115,57.000481105980676
